Device,TrafficSource,PastVisits,TotalPagesViewed,TimePerPage_sec,VisitDuration_min,CartOpened,PurchaseMade,Revenue
Mobile,Search,3,12,8.46,0.31,1,0,0.0
Mobile,Search,3,14,14.49,2.88,0,0,0.0
Mobile,Referral,2,29,18.21,5.09,0,0,0.0
Mobile,Email,4,4,15.98,8.17,0,0,0.0
Desktop,Search,3,13,30.86,13.81,0,0,0.0
Mobile,Email,5,16,56.78,8.2,0,0,0.0
Mobile,Search,3,16,27.76,10.64,0,0,0.0
Desktop,Email,3,22,40.37,5.49,0,0,0.0
Desktop,Social Media,2,5,41.94,11.32,0,0,0.0
Mobile,Shopping Site,0,20,52.55,9.38,0,0,0.0
Mobile,Referral,4,25,3.96,7.0,0,0,0.0
Mobile,Search,3,6,25.45,3.07,0,0,0.0
Mobile,Social Media,2,6,47.51,4.69,0,0,0.0
Mobile,Email,4,18,49.26,9.39,0,0,0.0
Mobile,Email,6,6,55.79,6.51,0,0,0.0
Mobile,Email,4,7,42.76,13.36,0,1,153.19
Mobile,Search,4,24,16.22,3.68,1,0,0.0
Desktop,Search,2,24,31.33,1.28,0,0,0.0
Desktop,Social Media,1,16,3.88,8.92,0,0,0.0
Mobile,Search,1,9,39.52,13.31,0,0,0.0
Mobile,Search,1,26,34.15,5.6,0,0,0.0
Mobile,Email,4,27,40.68,9.79,0,0,0.0
Desktop,Search,3,13,55.95,3.62,0,0,0.0
Mobile,Referral,4,12,41.86,8.47,0,0,0.0
Mobile,Referral,4,19,20.59,11.84,0,0,0.0
Desktop,Search,2,26,13.53,13.03,0,0,0.0
Desktop,Social Media,6,23,51.57,1.76,1,0,0.0
Desktop,Search,3,23,13.27,5.47,0,0,0.0
Mobile,Search,1,1,11.37,9.67,0,0,0.0
Mobile,Referral,3,8,13.98,0.71,0,0,0.0
Mobile,Search,2,4,31.51,10.42,0,0,0.0
Desktop,Social Media,2,21,9.2,8.01,0,0,0.0
Desktop,Email,3,22,56.41,4.47,0,0,0.0
Mobile,Search,3,19,58.04,12.26,0,0,0.0
Mobile,Search,3,21,58.48,4.49,0,0,0.0
Mobile,Advertisement,3,26,4.27,14.87,0,0,0.0
Desktop,Email,6,5,56.88,12.28,0,0,0.0
Desktop,Search,6,17,59.85,10.68,0,0,0.0
Mobile,Search,3,3,56.66,1.11,0,0,0.0
Mobile,Search,3,19,40.91,13.58,0,0,0.0
Mobile,Referral,3,1,42.67,11.89,0,0,0.0
Desktop,Shopping Site,2,29,9.09,3.59,0,0,0.0
Desktop,Social Media,3,23,52.71,6.01,0,0,0.0
Desktop,Search,3,1,5.46,4.18,1,0,0.0
Mobile,Shopping Site,3,23,20.43,14.77,1,0,0.0
Mobile,Referral,1,20,59.49,12.84,0,0,0.0
Mobile,Search,4,9,26.5,13.97,0,0,0.0
Mobile,Advertisement,1,23,9.61,11.87,0,0,0.0
Desktop,Search,4,5,58.22,6.95,0,1,164.81
Desktop,Search,2,7,59.08,3.24,0,0,0.0
Desktop,Search,2,25,12.85,3.28,0,0,0.0
Desktop,Shopping Site,5,26,52.16,2.44,0,0,0.0
Mobile,Advertisement,4,6,24.64,8.29,0,0,0.0
Mobile,Search,1,17,24.12,13.82,1,0,0.0
Desktop,Search,1,22,17.24,14.88,0,0,0.0
Desktop,Search,5,17,4.59,4.45,0,0,0.0
Mobile,Referral,3,13,17.54,10.52,0,0,0.0
Mobile,Search,1,12,5.12,9.04,0,0,0.0
Mobile,Search,1,4,55.61,7.44,0,0,0.0
Desktop,Search,5,8,40.38,10.05,0,0,0.0
Mobile,Search,4,5,53.42,5.7,0,0,0.0
Mobile,Search,4,5,43.6,14.18,0,0,0.0
Mobile,Search,1,13,9.61,10.64,0,0,0.0
Mobile,Referral,0,26,56.55,11.36,0,0,0.0
Mobile,Email,4,11,54.19,3.79,0,0,0.0
Mobile,Referral,2,8,22.19,2.7,0,0,0.0
Mobile,Social Media,4,8,8.47,6.04,0,0,0.0
Mobile,Social Media,1,1,42.84,11.55,0,0,0.0
Mobile,Referral,1,13,44.24,14.09,0,0,0.0
Mobile,Internal,4,29,54.02,6.52,0,0,0.0
Desktop,Referral,2,5,5.05,11.66,0,0,0.0
Mobile,Search,1,28,10.22,7.16,0,0,0.0
Mobile,Search,1,21,36.7,4.57,0,0,0.0
Desktop,Referral,3,8,37.91,11.14,0,1,146.48
Mobile,Search,4,17,3.95,12.01,0,0,0.0
Mobile,Email,2,23,25.02,3.2,0,0,0.0
Mobile,Shopping Site,2,23,35.88,4.72,0,0,0.0
Mobile,Referral,4,13,44.8,7.52,1,0,0.0
Mobile,Email,3,9,20.34,2.96,1,0,0.0
Mobile,Search,1,2,30.07,13.95,0,0,0.0
Mobile,Search,1,19,49.22,8.95,0,0,0.0
Mobile,Referral,3,20,57.33,1.99,1,0,0.0
Mobile,Referral,2,17,15.36,2.92,0,0,0.0
Mobile,Social Media,3,7,16.68,14.32,0,0,0.0
Mobile,Shopping Site,2,26,56.51,11.12,0,0,0.0
Mobile,Referral,6,3,24.96,11.07,1,0,0.0
Mobile,Shopping Site,7,19,43.66,1.27,1,0,0.0
Desktop,Search,4,19,37.51,13.45,0,0,0.0
Mobile,Search,2,24,18.56,6.77,0,0,0.0
Mobile,Social Media,2,9,39.91,9.96,0,0,0.0
Mobile,Search,0,10,40.02,14.4,0,0,0.0
Mobile,Internal,5,29,36.36,1.68,0,0,0.0
Mobile,Email,2,14,7.78,7.34,0,0,0.0
Desktop,Referral,4,18,59.72,0.93,0,0,0.0
Desktop,Search,4,26,25.22,7.59,1,0,0.0
Mobile,Search,4,15,39.02,3.93,0,0,0.0
Desktop,Search,5,26,53.37,13.68,0,0,0.0
Mobile,Social Media,3,1,26.55,6.1,0,0,0.0
Mobile,Search,3,25,46.89,9.58,1,0,0.0
Mobile,Referral,5,6,58.37,12.93,0,0,0.0
Desktop,Search,4,15,22.82,14.76,0,0,0.0
Mobile,Email,3,25,25.51,7.66,1,0,0.0
Mobile,Social Media,4,6,54.52,6.95,0,0,0.0
Mobile,Email,3,18,11.26,1.32,1,0,0.0
Mobile,Search,3,1,3.66,0.39,1,0,0.0
Mobile,Referral,4,24,54.72,9.21,1,0,0.0
Mobile,Search,3,3,49.65,1.17,0,0,0.0
Mobile,Referral,1,17,58.41,5.83,1,0,0.0
Mobile,Search,3,16,5.38,0.25,0,0,0.0
Mobile,Search,2,8,11.06,9.31,0,0,0.0
Mobile,Search,2,28,8.11,6.5,0,0,0.0
Mobile,Email,4,17,41.64,2.08,0,0,0.0
Mobile,Email,4,8,37.15,4.59,0,0,0.0
Desktop,Referral,1,17,22.84,8.63,0,0,0.0
Mobile,Search,7,25,5.33,9.92,0,0,0.0
Mobile,Shopping Site,3,9,39.1,7.04,0,0,0.0
Mobile,Email,2,12,35.07,12.1,0,0,0.0
Mobile,Shopping Site,6,29,8.55,1.86,0,0,0.0
Mobile,Referral,0,25,54.72,1.45,0,0,0.0
Mobile,Search,6,19,13.54,0.85,0,0,0.0
Mobile,Referral,3,4,45.12,8.13,0,0,0.0
Mobile,Search,3,21,53.33,10.65,0,0,0.0
Mobile,Internal,5,22,35.61,2.13,0,1,173.24
Mobile,Advertisement,5,25,16.32,9.66,1,0,0.0
Mobile,Email,2,29,19.94,7.26,0,0,0.0
Mobile,Advertisement,4,11,53.37,14.81,0,0,0.0
Mobile,Shopping Site,3,28,19.3,10.82,0,0,0.0
Mobile,Search,6,4,45.28,9.93,0,0,0.0
Mobile,Referral,1,14,59.43,8.64,0,0,0.0
Mobile,Search,3,14,59.99,14.96,0,0,0.0
Mobile,Advertisement,5,6,32.94,14.71,0,0,0.0
Mobile,Referral,3,29,49.94,8.16,0,0,0.0
Mobile,Search,2,17,59.43,6.94,0,0,0.0
Desktop,Internal,0,2,23.73,7.04,0,0,0.0
Desktop,Referral,1,8,16.64,6.54,0,0,0.0
Mobile,Social Media,4,4,8.63,8.06,0,0,0.0
Mobile,Shopping Site,6,10,10.17,4.25,0,0,0.0
Desktop,Search,2,7,51.51,13.92,1,0,0.0
Mobile,Internal,4,4,36.15,7.46,1,0,0.0
Mobile,Search,1,16,52.68,12.66,0,0,0.0
Mobile,Search,1,14,47.79,7.23,0,0,0.0
Mobile,Social Media,9,16,41.08,10.83,0,0,0.0
Mobile,Search,2,25,37.34,5.19,1,0,0.0
Mobile,Social Media,2,9,4.8,9.45,0,0,0.0
Mobile,Search,3,4,52.59,7.58,0,0,0.0
Mobile,Referral,4,29,26.23,5.63,0,0,0.0
Mobile,Search,2,24,34.47,13.25,0,0,0.0
Mobile,Email,1,6,3.27,1.87,0,1,67.75
Mobile,Social Media,2,1,56.29,7.41,0,0,0.0
Mobile,Search,1,7,54.36,3.08,0,0,0.0
Desktop,Search,0,1,33.51,12.94,0,0,0.0
Mobile,Advertisement,3,19,35.48,3.95,0,0,0.0
Mobile,Referral,2,8,42.89,9.57,0,0,0.0
Mobile,Search,6,25,17.35,2.65,0,1,6.38
Mobile,Search,2,3,14.87,6.19,1,0,0.0
Mobile,Search,2,1,41.09,13.51,0,0,0.0
Mobile,Search,2,1,8.06,2.66,0,0,0.0
Mobile,Search,6,7,28.34,10.02,0,0,0.0
Mobile,Search,1,21,30.58,3.23,0,0,0.0
Mobile,Shopping Site,4,13,24.12,6.35,0,0,0.0
Mobile,Referral,4,1,12.75,8.2,0,0,0.0
Mobile,Search,2,16,22.61,8.74,0,0,0.0
Mobile,Search,3,22,21.58,9.12,1,0,0.0
Mobile,Advertisement,0,22,30.96,9.67,0,0,0.0
Desktop,Social Media,3,14,41.13,4.22,0,0,0.0
Mobile,Search,4,4,58.16,6.14,0,0,0.0
Mobile,Email,2,23,10.36,0.75,0,0,0.0
Mobile,Social Media,4,23,52.63,11.58,0,0,0.0
Mobile,Email,0,12,18.48,12.59,0,1,16.58
Mobile,Referral,2,25,36.3,3.15,0,0,0.0
Mobile,Social Media,4,12,33.71,3.18,0,0,0.0
Mobile,Social Media,4,17,34.3,0.82,1,0,0.0
Mobile,Referral,2,21,43.95,14.56,0,0,0.0
Mobile,Search,3,15,24.14,12.15,0,0,0.0
Mobile,Social Media,4,10,20.51,5.54,0,0,0.0
Mobile,Search,4,3,51.46,7.33,0,0,0.0
Mobile,Search,3,23,14.77,4.52,1,0,0.0
Mobile,Referral,3,20,12.45,9.04,0,0,0.0
Mobile,Search,3,20,2.91,10.82,1,0,0.0
Mobile,Email,2,29,14.21,6.82,0,0,0.0
Desktop,Search,3,12,32.07,13.13,1,0,0.0
Mobile,Referral,4,1,33.23,7.85,0,0,0.0
Mobile,Search,5,1,16.76,2.33,1,0,0.0
Mobile,Search,5,10,6.19,9.41,0,0,0.0
Mobile,Shopping Site,1,18,45.19,7.04,0,0,0.0
Mobile,Referral,5,15,45.96,14.05,0,0,0.0
Mobile,Search,4,2,59.87,6.0,0,0,0.0
Mobile,Search,2,17,54.2,6.16,0,0,0.0
Mobile,Internal,2,8,55.71,9.83,0,0,0.0
Mobile,Search,1,22,48.3,8.0,1,0,0.0
Desktop,Social Media,3,22,37.7,5.74,0,0,0.0
Mobile,Search,5,26,9.46,14.85,0,0,0.0
Mobile,Referral,1,26,38.09,4.67,1,0,0.0
Mobile,Search,2,9,5.25,4.31,0,0,0.0
Desktop,Shopping Site,3,21,53.35,12.99,0,0,0.0
Mobile,Social Media,3,20,29.95,0.25,1,0,0.0
Mobile,Referral,3,11,42.45,3.18,0,0,0.0
Desktop,Referral,3,6,5.03,8.94,0,0,0.0
Desktop,Email,5,24,32.99,2.6,0,0,0.0
Desktop,Shopping Site,4,14,19.47,14.79,1,0,0.0
Mobile,Search,3,1,18.53,7.07,1,0,0.0
Mobile,Advertisement,5,7,24.6,9.04,1,0,0.0
Mobile,Social Media,4,24,2.04,2.57,0,0,0.0
Desktop,Internal,1,9,29.07,4.48,0,0,0.0
Mobile,Advertisement,3,11,30.22,9.3,0,0,0.0
Mobile,Referral,3,24,52.06,8.33,0,1,36.84
Mobile,Social Media,1,23,28.01,11.81,0,0,0.0
Mobile,Email,5,16,23.09,4.18,0,0,0.0
Mobile,Social Media,3,19,59.7,9.87,1,1,152.77
Mobile,Email,2,2,35.13,4.51,0,0,0.0
Mobile,Email,3,15,29.41,8.88,0,0,0.0
Mobile,Advertisement,3,3,30.76,9.15,1,1,20.52
Mobile,Email,3,4,48.93,2.0,1,0,0.0
Mobile,Search,1,20,21.76,8.32,0,0,0.0
Mobile,Email,5,22,24.57,0.38,0,0,0.0
Mobile,Search,1,28,45.84,7.62,0,0,0.0
Mobile,Internal,4,7,6.23,10.52,0,0,0.0
Mobile,Search,2,12,52.18,1.28,0,0,0.0
Mobile,Search,3,4,26.95,14.09,0,0,0.0
Mobile,Email,4,10,35.71,6.99,1,0,0.0
Mobile,Search,3,6,45.93,14.09,0,0,0.0
Mobile,Referral,8,25,17.43,1.79,0,0,0.0
Mobile,Advertisement,2,22,53.64,14.26,0,0,0.0
Mobile,Search,2,14,58.8,1.82,0,0,0.0
Desktop,Search,1,3,30.67,7.03,0,0,0.0
Mobile,Referral,1,17,56.34,14.08,0,0,0.0
Desktop,Shopping Site,5,11,2.07,3.64,1,0,0.0
Mobile,Advertisement,2,10,53.87,0.71,0,0,0.0
Mobile,Shopping Site,0,26,20.04,11.94,0,0,0.0
Mobile,Search,2,29,20.07,9.02,0,1,195.0
Mobile,Email,5,21,15.23,7.81,0,0,0.0
Mobile,Internal,4,10,20.39,0.71,0,0,0.0
Mobile,Social Media,4,10,14.38,9.87,0,0,0.0
Mobile,Advertisement,4,3,54.54,2.74,1,0,0.0
Desktop,Shopping Site,4,24,54.14,13.98,0,0,0.0
Desktop,Search,1,26,7.93,10.35,0,0,0.0
Desktop,Search,3,15,10.29,10.66,0,0,0.0
Mobile,Search,1,17,52.0,3.64,0,0,0.0
Mobile,Advertisement,4,27,25.14,13.24,0,0,0.0
Desktop,Search,4,18,11.82,8.16,0,0,0.0
Mobile,Search,3,19,31.62,12.88,0,0,0.0
Mobile,Search,3,19,26.17,4.21,0,0,0.0
Mobile,Email,3,12,14.71,11.38,1,0,0.0
Mobile,Social Media,4,24,43.8,8.7,0,0,0.0
Desktop,Internal,2,5,38.61,0.92,0,0,0.0
Mobile,Referral,3,24,7.78,6.2,0,0,0.0
Mobile,Referral,4,27,55.67,2.92,0,0,0.0
Mobile,Referral,5,16,34.39,5.52,0,0,0.0
Mobile,Email,2,15,16.51,5.87,0,0,0.0
Mobile,Search,2,15,13.96,7.23,0,0,0.0
Desktop,Email,1,27,9.88,9.08,0,0,0.0
Mobile,Referral,2,6,26.63,8.65,0,0,0.0
Mobile,Search,4,12,9.86,0.78,0,0,0.0
Mobile,Search,2,2,26.12,11.31,0,0,0.0
Desktop,Search,2,27,10.63,14.25,0,0,0.0
Mobile,Search,4,20,40.09,5.36,0,0,0.0
Desktop,Email,3,9,47.54,2.86,0,0,0.0
Mobile,Search,4,4,33.87,8.19,0,0,0.0
Mobile,Referral,1,5,41.44,10.63,0,0,0.0
Mobile,Social Media,3,21,56.43,10.25,0,0,0.0
Mobile,Referral,6,26,39.03,9.26,1,0,0.0
Mobile,Referral,3,8,23.12,2.36,1,0,0.0
Mobile,Referral,1,22,28.07,12.59,0,0,0.0
Mobile,Search,3,10,51.91,6.5,0,0,0.0
Desktop,Search,6,7,9.58,3.48,0,0,0.0
Mobile,Email,4,22,20.89,1.48,0,1,111.86
Mobile,Referral,4,14,35.48,6.37,1,0,0.0
Desktop,Search,1,5,41.23,9.35,1,0,0.0
Mobile,Search,5,16,46.28,10.05,0,0,0.0
Mobile,Social Media,0,15,20.46,14.45,0,0,0.0
Desktop,Search,5,5,10.46,2.47,0,0,0.0
Mobile,Shopping Site,2,3,57.38,14.79,0,0,0.0
Mobile,Internal,0,23,6.43,9.89,0,0,0.0
Mobile,Search,3,29,7.56,6.92,0,0,0.0
Mobile,Shopping Site,6,10,30.71,13.35,0,0,0.0
Mobile,Email,3,5,49.52,10.48,0,0,0.0
Mobile,Search,2,23,46.92,5.36,0,0,0.0
Desktop,Search,2,15,56.39,13.28,0,0,0.0
Mobile,Referral,2,18,10.21,10.07,0,0,0.0
Mobile,Referral,3,25,23.79,10.54,0,0,0.0
Mobile,Advertisement,7,8,18.36,13.47,0,0,0.0
Mobile,Search,0,21,51.93,6.84,0,0,0.0
Mobile,Social Media,3,2,30.32,9.92,1,0,0.0
Mobile,Referral,3,22,3.56,11.22,0,0,0.0
Mobile,Search,4,8,43.06,6.92,1,0,0.0
Mobile,Email,3,23,24.54,1.44,0,0,0.0
Desktop,Referral,3,8,32.81,11.62,0,0,0.0
Mobile,Email,3,4,53.84,0.91,0,0,0.0
Desktop,Search,3,19,16.89,10.83,0,0,0.0
Mobile,Referral,7,23,15.94,13.68,0,0,0.0
Desktop,Shopping Site,2,18,17.27,5.34,0,0,0.0
Mobile,Search,2,21,21.61,1.71,0,0,0.0
Mobile,Email,3,29,8.23,3.65,0,0,0.0
Mobile,Email,3,23,42.44,8.52,0,0,0.0
Mobile,Social Media,4,1,14.03,14.15,0,0,0.0
Mobile,Advertisement,2,20,55.72,7.78,0,0,0.0
Mobile,Referral,3,15,14.51,1.87,0,0,0.0
Mobile,Social Media,3,18,16.83,9.49,0,0,0.0
Mobile,Referral,3,22,19.23,11.05,1,0,0.0
Mobile,Advertisement,2,12,46.58,6.02,0,0,0.0
Mobile,Search,3,1,26.8,10.88,0,0,0.0
Mobile,Search,1,7,49.52,5.01,0,0,0.0
Mobile,Search,5,19,47.52,11.88,1,0,0.0
Mobile,Search,4,28,55.91,5.25,0,0,0.0
Desktop,Referral,3,1,45.88,3.99,0,0,0.0
Mobile,Search,4,24,5.01,13.21,0,0,0.0
Mobile,Referral,3,7,50.56,8.32,1,0,0.0
Mobile,Search,3,2,56.41,4.42,0,0,0.0
Desktop,Search,4,7,59.63,14.04,1,0,0.0
Mobile,Search,3,19,9.27,10.42,0,0,0.0
Mobile,Search,4,13,37.57,3.47,0,0,0.0
Mobile,Email,2,25,13.57,9.3,0,0,0.0
Mobile,Shopping Site,5,24,17.23,13.08,0,0,0.0
Mobile,Social Media,4,5,45.24,10.5,1,0,0.0
Desktop,Email,2,23,58.7,3.82,0,0,0.0
Desktop,Referral,3,19,36.5,9.8,0,0,0.0
Mobile,Search,4,1,51.33,9.36,0,0,0.0
Mobile,Search,4,1,2.52,12.35,0,0,0.0
Desktop,Referral,4,27,4.12,2.84,0,0,0.0
Mobile,Search,5,18,36.61,10.55,0,0,0.0
Mobile,Search,2,24,24.56,0.61,0,0,0.0
Mobile,Search,3,1,53.61,10.5,0,0,0.0
Mobile,Search,3,27,19.51,14.41,0,0,0.0
Mobile,Email,3,28,27.06,2.78,0,0,0.0
Mobile,Search,2,5,32.62,4.81,0,0,0.0
Desktop,Search,3,9,17.84,8.83,0,1,152.14
Desktop,Referral,2,12,54.69,11.04,1,0,0.0
Mobile,Email,6,9,28.94,5.3,0,0,0.0
Mobile,Search,4,18,26.6,10.03,1,0,0.0
Desktop,Referral,2,23,51.29,13.51,0,0,0.0
Desktop,Search,1,11,20.09,10.95,0,0,0.0
Mobile,Search,4,1,49.41,10.72,0,0,0.0
Desktop,Referral,4,19,9.09,5.85,0,0,0.0
Desktop,Email,2,22,12.6,13.69,0,0,0.0
Mobile,Search,6,25,57.15,4.3,0,0,0.0
Mobile,Email,3,10,50.86,3.24,0,0,0.0
Mobile,Advertisement,0,2,24.5,5.59,0,0,0.0
Mobile,Advertisement,3,7,39.03,9.82,0,0,0.0
Mobile,Social Media,1,20,56.69,12.95,0,0,0.0
Desktop,Search,2,2,14.29,2.15,0,0,0.0
Mobile,Referral,3,19,5.42,12.24,0,0,0.0
Mobile,Search,2,6,33.17,12.23,0,0,0.0
Mobile,Referral,3,10,10.27,8.89,1,0,0.0
Mobile,Internal,3,9,12.86,11.46,1,0,0.0
Desktop,Search,2,8,53.71,2.89,0,0,0.0
Mobile,Search,5,26,2.43,2.71,0,0,0.0
Mobile,Referral,1,11,49.38,12.97,0,0,0.0
Mobile,Social Media,3,9,31.98,7.57,0,0,0.0
Mobile,Advertisement,3,20,34.44,3.84,0,0,0.0
Mobile,Email,3,28,40.96,10.39,1,0,0.0
Mobile,Search,4,20,27.02,13.4,0,0,0.0
Mobile,Referral,4,9,8.71,9.56,0,0,0.0
Mobile,Shopping Site,1,8,7.96,5.34,0,0,0.0
Mobile,Social Media,4,28,45.75,7.35,0,0,0.0
Mobile,Search,2,15,14.82,11.33,0,0,0.0
Desktop,Search,1,2,3.63,1.2,0,0,0.0
Mobile,Advertisement,3,24,58.82,3.41,0,0,0.0
Mobile,Search,4,1,58.86,7.05,0,0,0.0
Mobile,Social Media,0,9,23.93,9.14,1,0,0.0
Mobile,Social Media,4,9,3.48,5.22,1,0,0.0
Mobile,Search,3,13,44.18,4.62,0,0,0.0
Mobile,Search,4,8,50.2,0.81,0,0,0.0
Desktop,Search,0,27,9.25,0.68,0,0,0.0
Mobile,Email,2,21,9.86,4.32,0,0,0.0
Mobile,Social Media,6,5,49.69,8.05,1,0,0.0
Mobile,Search,4,29,55.47,8.43,0,0,0.0
Desktop,Shopping Site,4,3,47.86,7.51,0,0,0.0
Mobile,Email,2,21,13.64,6.27,0,0,0.0
Mobile,Social Media,1,4,25.87,3.93,0,0,0.0
Mobile,Search,2,17,36.85,6.13,1,0,0.0
Mobile,Referral,3,16,11.3,2.25,0,0,0.0
Mobile,Referral,2,16,14.21,1.91,0,0,0.0
Desktop,Search,4,25,18.41,4.64,0,0,0.0
Mobile,Referral,3,26,31.55,14.93,0,0,0.0
Mobile,Email,3,20,31.63,5.03,0,0,0.0
Mobile,Referral,1,3,49.23,14.06,1,0,0.0
Mobile,Advertisement,3,6,45.67,6.01,0,0,0.0
Mobile,Advertisement,4,1,55.0,6.7,1,0,0.0
Mobile,Referral,3,21,50.31,12.0,1,0,0.0
Mobile,Search,2,16,16.72,1.59,0,0,0.0
Mobile,Shopping Site,2,15,21.22,2.9,0,0,0.0
Mobile,Search,4,7,31.02,14.61,1,0,0.0
Mobile,Email,1,2,2.83,7.69,0,0,0.0
Mobile,Social Media,4,10,54.43,0.86,0,0,0.0
Mobile,Email,1,25,4.57,0.9,0,0,0.0
Mobile,Email,2,28,20.7,13.63,0,0,0.0
Mobile,Search,1,15,35.01,13.13,0,0,0.0
Desktop,Shopping Site,1,6,32.03,6.98,0,0,0.0
Desktop,Social Media,2,2,39.96,2.62,0,0,0.0
Mobile,Search,4,24,32.6,12.49,0,0,0.0
Mobile,Search,3,24,15.28,5.0,0,0,0.0
Mobile,Search,4,17,13.66,6.4,0,0,0.0
Mobile,Social Media,2,28,54.62,10.3,0,0,0.0
Mobile,Search,3,1,17.31,5.43,0,0,0.0
Mobile,Email,5,1,18.3,9.5,0,0,0.0
Mobile,Email,5,28,25.95,13.3,0,0,0.0
Mobile,Referral,3,4,10.09,12.0,0,0,0.0
Mobile,Email,4,20,31.42,5.85,0,0,0.0
Mobile,Referral,4,16,40.57,4.46,1,0,0.0
Mobile,Internal,3,8,47.59,4.43,0,0,0.0
Mobile,Search,2,1,43.26,5.36,0,0,0.0
Mobile,Referral,3,26,10.56,7.5,0,0,0.0
Mobile,Referral,3,19,28.45,6.37,1,0,0.0
Mobile,Referral,5,11,4.24,2.17,0,0,0.0
Mobile,Search,3,17,3.03,2.62,0,0,0.0
Mobile,Email,2,25,27.53,5.28,0,0,0.0
Mobile,Social Media,4,10,16.67,8.52,0,0,0.0
Mobile,Search,4,12,41.63,8.97,0,0,0.0
Mobile,Search,1,9,44.01,7.4,0,0,0.0
Mobile,Internal,5,7,53.93,11.13,1,0,0.0
Desktop,Search,2,29,46.12,11.11,0,0,0.0
Desktop,Search,1,12,4.8,6.53,1,0,0.0
Mobile,Search,2,15,23.55,2.04,0,0,0.0
Mobile,Referral,5,8,17.84,8.05,0,0,0.0
Mobile,Search,4,17,24.4,5.85,1,0,0.0
Mobile,Email,5,5,11.28,2.24,0,0,0.0
Desktop,Shopping Site,4,14,7.67,14.73,0,0,0.0
Mobile,Social Media,1,2,32.22,5.67,0,0,0.0
Mobile,Advertisement,2,16,43.78,9.46,1,0,0.0
Mobile,Referral,1,29,42.71,7.45,0,0,0.0
Mobile,Search,4,17,28.15,2.31,0,0,0.0
Mobile,Advertisement,2,3,32.29,1.02,0,0,0.0
Mobile,Social Media,2,23,31.95,9.46,1,0,0.0
Mobile,Email,3,1,42.11,3.86,1,0,0.0
Desktop,Referral,4,27,4.78,3.81,0,0,0.0
Desktop,Search,2,18,43.17,14.36,0,0,0.0
Mobile,Referral,3,18,35.77,7.03,1,1,87.67
Mobile,Internal,4,4,13.49,0.64,0,0,0.0
Mobile,Internal,2,15,4.85,5.23,0,0,0.0
Mobile,Referral,3,28,8.29,8.85,0,0,0.0
Mobile,Advertisement,2,19,32.43,5.06,0,0,0.0
Mobile,Search,5,19,45.99,0.6,0,0,0.0
Mobile,Search,7,10,21.41,6.78,0,0,0.0
Mobile,Referral,4,5,23.99,1.77,0,0,0.0
Mobile,Search,2,19,56.18,9.36,1,0,0.0
Mobile,Search,0,11,14.35,9.37,0,0,0.0
Desktop,Search,3,7,8.02,0.76,0,0,0.0
Mobile,Social Media,3,5,21.92,4.5,1,0,0.0
Mobile,Internal,2,20,45.26,6.32,0,0,0.0
Desktop,Internal,1,12,38.31,8.34,0,0,0.0
Mobile,Search,7,19,26.12,4.58,0,0,0.0
Desktop,Search,4,15,57.96,4.46,0,0,0.0
Mobile,Referral,7,12,44.63,14.75,0,0,0.0
Mobile,Social Media,4,4,5.59,0.82,0,0,0.0
Mobile,Search,2,12,45.19,14.84,0,0,0.0
Mobile,Search,2,18,3.39,0.91,0,0,0.0
Mobile,Search,4,17,39.72,4.47,0,0,0.0
Mobile,Search,2,19,14.21,7.51,0,0,0.0
Mobile,Social Media,5,16,42.39,2.32,0,0,0.0
Mobile,Email,4,11,19.97,2.2,0,0,0.0
Desktop,Search,0,2,52.63,3.99,0,0,0.0
Desktop,Referral,0,16,21.54,14.61,0,0,0.0
Mobile,Email,4,1,37.94,5.83,0,0,0.0
Mobile,Search,2,17,18.58,8.58,0,0,0.0
Mobile,Referral,2,18,55.2,10.62,0,0,0.0
Mobile,Search,5,29,47.3,11.18,0,0,0.0
Desktop,Email,3,29,16.11,10.38,0,0,0.0
Mobile,Search,4,25,57.03,5.19,0,1,67.34
Mobile,Advertisement,0,29,22.72,1.85,0,0,0.0
Mobile,Shopping Site,2,13,39.81,4.37,0,0,0.0
Mobile,Search,3,5,45.09,3.31,1,0,0.0
Mobile,Shopping Site,3,25,3.33,2.22,0,0,0.0
Desktop,Search,2,24,57.62,0.56,0,0,0.0
Mobile,Search,3,29,21.98,14.05,1,0,0.0
Mobile,Referral,2,27,13.01,13.83,0,0,0.0
Mobile,Email,2,6,51.34,0.95,1,0,0.0
Desktop,Email,4,1,42.77,2.76,0,0,0.0
Desktop,Social Media,4,10,7.03,2.26,0,0,0.0
Mobile,Search,1,5,8.79,4.36,0,0,0.0
Mobile,Search,4,28,43.48,3.22,0,0,0.0
Mobile,Search,1,1,6.34,14.2,0,0,0.0
Mobile,Search,5,23,55.2,1.45,0,0,0.0
Desktop,Email,1,26,45.01,3.33,1,0,0.0
Mobile,Search,4,11,21.46,1.39,0,0,0.0
Mobile,Search,3,24,23.05,14.71,0,1,106.03
Mobile,Search,2,24,31.38,13.79,0,0,0.0
Mobile,Search,2,7,22.94,10.81,0,0,0.0
Mobile,Shopping Site,1,18,47.44,6.5,0,0,0.0
Mobile,Search,2,21,58.53,3.01,0,0,0.0
Mobile,Referral,1,20,35.9,3.48,0,0,0.0
Mobile,Internal,3,21,27.87,6.76,0,1,61.07
Mobile,Internal,1,10,14.92,11.57,0,0,0.0
